tick,x,y
649,27.973103,2.5695567
650,27.984722,2.565568
651,27.979534,2.575092
652,28.00572,2.5748565
653,27.98414,2.5599754
654,27.981031,2.5626364
655,27.977133,2.5673878
656,27.958998,2.5733497
657,27.966364,2.5698159
658,27.942556,2.5626452
659,27.9537,2.564015
660,27.95499,2.5623088
661,27.956347,2.5701606
662,27.941605,2.5619757
663,27.936167,2.5624778
664,27.926794,2.5726209
665,27.953646,2.5712779
666,27.955683,2.5709352
667,27.938173,2.561458
668,27.940697,2.5539849
669,27.942076,2.5613542
670,27.946297,2.5712287
671,27.926014,2.55709
672,28.041336,2.6141667
673,28.076698,2.6830268
674,28.037119,2.6896718
675,28.459679,2.5433104
676,28.583609,2.5067499
677,28.441961,2.5307384
678,28.316525,2.501929
679,28.262556,2.4971607
680,28.245693,2.4830377
681,28.242687,2.4811447
